arrest_key,arrest_date,pd_cd,ky_cd,ofns_desc,law_cat_cd,arrest_boro,arrest_precinct,age_group,perp_sex,perp_race,longitude,latitude
238497705,01/01/2022,109,106,FELONY ASSAULT,F,B,42,18-24,F,BLACK,-73.911697780277,40.8222710411331
238497706,01/01/2022,101,344,ASSAULT 3 & RELATED OFFENSES,M,K,68,25-44,M,WHITE,-74.030288,40.62535
238497707,01/01/2022,905,347,INTOXICATED & IMPAIRED DRIVING,M,K,94,25-44,M,WHITE HISPANIC,-73.962855,40.718265
238497708,01/01/2022,905,347,INTOXICATED & IMPAIRED DRIVING,M,K,63,65+,F,ASIAN / PACIFIC ISLANDER,-73.93753897,40.60855617
238497709,01/01/2022,101,344,ASSAULT 3 & RELATED OFFENSES,M,M,34,25-44,M,WHITE HISPANIC,-73.921555,40.866412
238497710,01/01/2022,101,344,ASSAULT 3 & RELATED OFFENSES,M,M,25,25-44,M,WHITE HISPANIC,-73.936072,40.80128
238497711,01/01/2022,688,345,ENDAN WELFARE INCOMP,M,M,10,25-44,F,BLACK,-73.999734,40.76142
238497712,01/01/2022,101,344,ASSAULT 3 & RELATED OFFENSES,M,M,20,25-44,F,BLACK,-73.971717,40.784573
238497713,01/01/2022,109,106,FELONY ASSAULT,F,Q,114,25-44,M,WHITE HISPANIC,-73.9150241703895,40.7694951184418
238497714,01/01/2022,105,106,FELONY ASSAULT,F,Q,103,25-44,M,BLACK,-73.7927267255908,40.7072398161698
238497715,01/01/2022,705,358,OFFENSES INVOLVING FRAUD,M,Q,114,25-44,M,ASIAN / PACIFIC ISLANDER,-73.9150241703895,40.7694951184418
238497716,01/01/2022,101,344,ASSAULT 3 & RELATED OFFENSES,M,Q,108,25-44,M,WHITE HISPANIC,-73.921507,40.738603
238497717,01/01/2022,729,113,FORGERY,F,Q,105,25-44,M,BLACK,-73.74104506,40.70198043
238498332,01/01/2022,101,344,ASSAULT 3 & RELATED OFFENSES,M,B,44,25-44,M,BLACK HISPANIC,-73.920764,40.834615
238498333,01/01/2022,113,344,ASSAULT 3 & RELATED OFFENSES,M,B,42,25-44,M,WHITE HISPANIC,-73.902988,40.823082
238498334,01/01/2022,101,344,ASSAULT 3 & RELATED OFFENSES,M,B,52,25-44,F,WHITE,-73.886341,40.875028
238498335,01/01/2022,101,344,ASSAULT 3 & RELATED OFFENSES,M,K,68,18-24,M,BLACK HISPANIC,-74.028529,40.629659
238498336,01/01/2022,905,347,INTOXICATED & IMPAIRED DRIVING,M,K,76,18-24,M,WHITE,-74.0011897,40.67595212
238498337,01/01/2022,101,344,ASSAULT 3 & RELATED OFFENSES,M,M,13,25-44,M,BLACK,-73.9832725981497,40.7372030985741
238498338,01/01/2022,905,347,INTOXICATED & IMPAIRED DRIVING,M,Q,106,25-44,M,ASIAN / PACIFIC ISLANDER,-73.844773,40.785991
238498339,01/01/2022,681,233,SEX CRIMES,M,Q,106,45-64,M,WHITE HISPANIC,-73.8400721577516,40.682398279333
238498340,01/01/2022,792,118,DANGEROUS WEAPONS,F,Q,114,18-24,M,BLACK,-73.904725,40.765692
238498341,01/01/2022,904,119,INTOXICATED/IMPAIRED DRIVING,F,Q,114,18-24,M,BLACK HISPANIC,-73.91550846,40.769306
238498342,01/01/2022,109,106,FELONY ASSAULT,F,Q,105,25-44,M,BLACK,-73.7348645378882,40.7265293769835
238498343,01/01/2022,792,118,DANGEROUS WEAPONS,F,Q,114,25-44,M,BLACK,-73.91823339,40.7714791
238513835,01/01/2022,109,106,FELONY ASSAULT,F,B,47,25-44,M,BLACK,-73.8472717577564,40.8873136344706
238513837,01/01/2022,105,106,FELONY ASSAULT,F,B,47,25-44,M,BLACK,-73.8472717577564,40.8873136344706
238513838,01/01/2022,101,344,ASSAULT 3 & RELATED OFFENSES,M,B,47,25-44,F,BLACK,-73.848056,40.882839
238513839,01/01/2022,748,359,OFFENSES AGAINST PUBLIC ADMINI,M,B,47,45-64,M,BLACK,-73.854138,40.87916
238513840,01/01/2022,101,344,ASSAULT 3 & RELATED OFFENSES,M,B,40,25-44,M,BLACK,-73.924895,40.810391
238513841,01/01/2022,792,118,DANGEROUS WEAPONS,F,B,52,18-24,M,BLACK HISPANIC,-73.8798608037303,40.8694704770483
238513843,01/01/2022,101,344,ASSAULT 3 & RELATED OFFENSES,M,B,40,25-44,F,BLACK,-73.924895,40.810391
238513844,01/01/2022,101,344,ASSAULT 3 & RELATED OFFENSES,M,B,40,18-24,M,BLACK HISPANIC,-73.907057,40.818355
238513845,01/01/2022,339,341,PETIT LARCENY,M,B,46,45-64,M,BLACK,-73.906025,40.853312
238513846,01/01/2022,101,344,ASSAULT 3 & RELATED OFFENSES,M,B,44,25-44,F,WHITE HISPANIC,-73.915334,40.838528
238513847,01/01/2022,792,118,DANGEROUS WEAPONS,F,B,44,25-44,M,BLACK,-73.9196277517392,40.8378421209284
238513848,01/01/2022,792,118,DANGEROUS WEAPONS,F,B,44,<18,M,WHITE HISPANIC,-73.925652,40.835679
238513849,01/01/2022,105,106,FELONY ASSAULT,F,B,45,25-44,M,BLACK,-73.8271260588639,40.8307223277672
238513850,01/01/2022,397,105,ROBBERY,F,B,46,18-24,M,BLACK,-73.900591,40.853578
238513851,01/01/2022,259,351,CRIMINAL MISCHIEF & RELATED OF,M,B,44,25-44,M,BLACK,-73.921362,40.831846
238513852,01/01/2022,109,106,FELONY ASSAULT,F,B,44,18-24,M,WHITE HISPANIC,-73.9196277517392,40.8378421209284
238513853,01/01/2022,181,355,OFFENSES AGAINST THE PERSON,M,B,48,25-44,M,BLACK,-73.892436,40.853931
238513854,01/01/2022,109,106,FELONY ASSAULT,F,B,47,45-64,M,WHITE HISPANIC,-73.8472717577564,40.8873136344706
238513855,01/01/2022,101,344,ASSAULT 3 & RELATED OFFENSES,M,B,47,25-44,M,BLACK,-73.847921,40.877895
238513856,01/01/2022,101,344,ASSAULT 3 & RELATED OFFENSES,M,B,48,25-44,M,BLACK,-73.892436,40.853931
238513858,01/01/2022,109,106,FELONY ASSAULT,F,B,48,25-44,M,BLACK,-73.9006054489734,40.8441566000203
238513859,01/01/2022,109,106,FELONY ASSAULT,F,B,44,65+,M,BLACK,-73.9196277517392,40.8378421209284
238513860,01/01/2022,153,104,RAPE,F,B,50,25-44,M,WHITE HISPANIC,-73.9035744897024,40.8828621313214
238513861,01/01/2022,244,107,BURGLARY,F,B,47,25-44,M,WHITE HISPANIC,-73.864204,40.889008
238513862,01/01/2022,109,106,FELONY ASSAULT,F,B,43,45-64,F,BLACK,-73.8700413043181,40.8229123084767
238513863,01/01/2022,792,118,DANGEROUS WEAPONS,F,B,42,18-24,M,BLACK,-73.906205,40.830256
238513864,01/01/2022,114,344,ASSAULT 3 & RELATED OFFENSES,M,B,40,25-44,M,BLACK,-73.923602,40.814227
238513865,01/01/2022,117,126,MISCELLANEOUS PENAL LAW,F,B,42,18-24,M,WHITE HISPANIC,-73.911463,40.822355
238513866,01/01/2022,113,344,ASSAULT 3 & RELATED OFFENSES,M,B,44,18-24,M,WHITE HISPANIC,-73.913372,40.834495
238513867,01/01/2022,639,361,OFF. AGNST PUB ORD SENSBLTY &,M,B,44,45-64,M,BLACK HISPANIC,-73.913372,40.834495
238513868,01/01/2022,114,344,ASSAULT 3 & RELATED OFFENSES,M,B,46,45-64,M,WHITE HISPANIC,-73.900958,40.861369
238513869,01/01/2022,101,344,ASSAULT 3 & RELATED OFFENSES,M,B,44,25-44,F,BLACK,-73.928416,40.840548
238513870,01/01/2022,113,344,ASSAULT 3 & RELATED OFFENSES,M,K,71,45-64,M,WHITE,-73.940965,40.657688
238513872,01/01/2022,792,118,DANGEROUS WEAPONS,F,K,90,25-44,M,WHITE HISPANIC,-73.963972,40.702432
238513873,01/01/2022,105,106,FELONY ASSAULT,F,K,62,18-24,F,WHITE HISPANIC,-74.0029507988395,40.6022161657077
238513874,01/01/2022,339,341,PETIT LARCENY,M,K,94,45-64,M,ASIAN / PACIFIC ISLANDER,-73.953808,40.729163
238513875,01/01/2022,109,106,FELONY ASSAULT,F,K,84,25-44,F,WHITE HISPANIC,-73.9832253756043,40.6954388081238
238513876,01/01/2022,112,126,MISCELLANEOUS PENAL LAW,F,K,71,25-44,M,BLACK HISPANIC,-73.942878,40.655857
238513877,01/01/2022,639,361,OFF. AGNST PUB ORD SENSBLTY &,M,K,60,25-44,F,BLACK HISPANIC,-73.980931,40.575561
238513878,01/01/2022,905,347,INTOXICATED & IMPAIRED DRIVING,M,K,90,25-44,M,ASIAN / PACIFIC ISLANDER,-73.93832168,40.71252337
238513879,01/01/2022,397,105,ROBBERY,F,K,67,25-44,M,BLACK,-73.95082,40.648859
238513880,01/01/2022,750,359,OFFENSES AGAINST PUBLIC ADMINI,M,K,76,18-24,M,WHITE HISPANIC,-74.00106732,40.68841339
238513881,01/01/2022,439,109,GRAND LARCENY,F,K,90,25-44,M,WHITE HISPANIC,-73.9504006335643,40.7065483947783
238513883,01/01/2022,339,341,PETIT LARCENY,M,K,60,25-44,M,BLACK,-73.99596126,40.57278637
238513885,01/01/2022,113,344,ASSAULT 3 & RELATED OFFENSES,M,K,71,45-64,M,BLACK,-73.93276,40.666201
238513886,01/01/2022,168,116,SEX CRIMES,F,K,60,25-44,M,BLACK HISPANIC,-73.9764803960699,40.5766459780433
238513888,01/01/2022,905,347,INTOXICATED & IMPAIRED DRIVING,M,K,66,25-44,M,WHITE HISPANIC,-74.000406,40.63912
238513889,01/01/2022,268,121,CRIMINAL MISCHIEF & RELATED OF,F,K,60,25-44,M,WHITE,-73.968648,40.575775
238513890,01/01/2022,109,106,FELONY ASSAULT,F,K,73,45-64,M,BLACK,-73.9135020552048,40.6711300016904
238513891,01/01/2022,114,344,ASSAULT 3 & RELATED OFFENSES,M,K,61,25-44,M,WHITE HISPANIC,-73.968434,40.58858
238513892,01/01/2022,511,235,DANGEROUS DRUGS,M,K,76,25-44,M,UNKNOWN,-74.0011897,40.67595212
238513894,01/01/2022,113,344,ASSAULT 3 & RELATED OFFENSES,M,K,75,18-24,F,WHITE HISPANIC,-73.867685,40.654897
238513895,01/01/2022,792,118,DANGEROUS WEAPONS,F,K,75,25-44,M,WHITE HISPANIC,-73.881509,40.671404
238513896,01/01/2022,114,344,ASSAULT 3 & RELATED OFFENSES,M,K,75,18-24,M,BLACK,-73.867685,40.654897
238513897,01/01/2022,101,344,ASSAULT 3 & RELATED OFFENSES,M,M,20,25-44,M,BLACK,-73.971717,40.784573
238513899,01/01/2022,268,121,CRIMINAL MISCHIEF & RELATED OF,F,M,7,25-44,M,BLACK,-73.980783,40.712882
238513900,01/01/2022,101,344,ASSAULT 3 & RELATED OFFENSES,M,M,9,18-24,M,WHITE,-73.9882902437563,40.7265156408036
238513901,01/01/2022,268,121,CRIMINAL MISCHIEF & RELATED OF,F,M,24,25-44,M,WHITE HISPANIC,-73.966167,40.802334
238513902,01/01/2022,748,359,OFFENSES AGAINST PUBLIC ADMINI,M,M,30,25-44,F,BLACK,-73.950157,40.824613
238513903,01/01/2022,339,341,PETIT LARCENY,M,M,17,45-64,M,WHITE HISPANIC,-73.973274,40.752378
238513904,01/01/2022,750,359,OFFENSES AGAINST PUBLIC ADMINI,M,M,1,25-44,M,WHITE HISPANIC,-74.01337938,40.71523721
238513905,01/01/2022,114,344,ASSAULT 3 & RELATED OFFENSES,M,M,25,25-44,M,BLACK,-73.936371,40.807258
238513906,01/01/2022,101,344,ASSAULT 3 & RELATED OFFENSES,M,M,14,25-44,F,WHITE,-73.98837,40.756635
238513907,01/01/2022,397,105,ROBBERY,F,M,30,25-44,M,BLACK,-73.9438488369889,40.8286232400477
238513908,01/01/2022,115,355,OFFENSES AGAINST THE PERSON,M,M,14,25-44,M,WHITE,-73.98837,40.756635
238513909,01/01/2022,397,105,ROBBERY,F,M,30,25-44,F,BLACK,-73.9438488369889,40.8286232400477
238513911,01/01/2022,339,341,PETIT LARCENY,M,M,1,25-44,F,BLACK,-74.005033,40.708658
238513912,01/01/2022,101,344,ASSAULT 3 & RELATED OFFENSES,M,M,26,25-44,M,BLACK,-73.956312,40.814845
238513913,01/01/2022,339,341,PETIT LARCENY,M,M,6,25-44,F,BLACK,-73.991235,40.735027
238513914,01/01/2022,101,344,ASSAULT 3 & RELATED OFFENSES,M,M,30,25-44,M,WHITE HISPANIC,-73.942744,40.828546
238513916,01/01/2022,792,118,DANGEROUS WEAPONS,F,Q,114,25-44,F,BLACK,-73.915361,40.769552
238513917,01/01/2022,729,113,FORGERY,F,Q,114,18-24,M,BLACK,-73.91499378,40.76389304
238513918,01/01/2022,105,106,FELONY ASSAULT,F,Q,110,25-44,M,WHITE HISPANIC,-73.8740035373971,40.7434812638841
238513919,01/01/2022,502,117,DANGEROUS DRUGS,F,Q,108,25-44,M,BLACK,-73.92256061,40.73555884
238513920,01/01/2022,109,106,FELONY ASSAULT,F,Q,114,25-44,M,WHITE HISPANIC,-73.9150241703895,40.7694951184418
238513921,01/01/2022,101,344,ASSAULT 3 & RELATED OFFENSES,M,Q,115,25-44,M,WHITE HISPANIC,-73.860642,40.751091
238513922,01/01/2022,101,344,ASSAULT 3 & RELATED OFFENSES,M,Q,110,25-44,M,WHITE HISPANIC,-73.864407,40.748807
238513923,01/01/2022,114,344,ASSAULT 3 & RELATED OFFENSES,M,Q,114,25-44,M,WHITE HISPANIC,-73.902312,40.754861
238513924,01/01/2022,101,344,ASSAULT 3 & RELATED OFFENSES,M,Q,114,25-44,M,WHITE HISPANIC,-73.902312,40.754861
238513925,01/01/2022,101,344,ASSAULT 3 & RELATED OFFENSES,M,Q,115,25-44,M,WHITE HISPANIC,-73.860642,40.751091
238513926,01/01/2022,109,106,FELONY ASSAULT,F,Q,115,25-44,M,WHITE HISPANIC,-73.8759315341335,40.7565675846374
238513927,01/01/2022,113,344,ASSAULT 3 & RELATED OFFENSES,M,Q,114,18-24,M,BLACK,-73.921672,40.775725
238513930,01/01/2022,114,344,ASSAULT 3 & RELATED OFFENSES,M,Q,108,25-44,F,WHITE HISPANIC,-73.93841,40.748551
238513931,01/01/2022,268,121,CRIMINAL MISCHIEF & RELATED OF,F,Q,109,45-64,M,WHITE,-73.826326,40.753755
238513933,01/01/2022,101,344,ASSAULT 3 & RELATED OFFENSES,M,Q,103,25-44,M,BLACK,-73.792139,40.707439
238513934,01/01/2022,905,347,INTOXICATED & IMPAIRED DRIVING,M,Q,101,25-44,M,BLACK HISPANIC,-73.763912,40.596202
238513935,01/01/2022,101,344,ASSAULT 3 & RELATED OFFENSES,M,Q,105,25-44,M,BLACK,-73.73476,40.726284
238513936,01/01/2022,639,361,OFF. AGNST PUB ORD SENSBLTY &,M,Q,103,25-44,M,BLACK,-73.767827,40.708201
238513937,01/01/2022,109,106,FELONY ASSAULT,F,Q,103,45-64,M,BLACK,-73.7927267255908,40.7072398161698
238513938,01/01/2022,109,106,FELONY ASSAULT,F,Q,115,45-64,M,WHITE HISPANIC,-73.8759315341335,40.7565675846374
238513939,01/01/2022,258,351,CRIMINAL MISCHIEF & RELATED OF,M,Q,108,25-44,M,WHITE,-73.94806733,40.74597852
238513940,01/01/2022,905,347,INTOXICATED & IMPAIRED DRIVING,M,Q,114,45-64,M,WHITE HISPANIC,-73.917638,40.763358
238513941,01/01/2022,101,344,ASSAULT 3 & RELATED OFFENSES,M,Q,103,25-44,F,WHITE HISPANIC,-73.808667,40.696273
238513942,01/01/2022,339,341,PETIT LARCENY,M,Q,115,25-44,F,WHITE HISPANIC,-73.88164868,40.7559505
238513943,01/01/2022,339,341,PETIT LARCENY,M,Q,115,25-44,F,WHITE HISPANIC,-73.88164868,40.7559505
238513944,01/01/2022,203,352,CRIMINAL TRESPASS,M,Q,101,18-24,M,BLACK,-73.771078,40.595956
238513945,01/01/2022,259,351,CRIMINAL MISCHIEF & RELATED OF,M,Q,114,25-44,M,BLACK,-73.915361,40.769552
238513946,01/01/2022,223,107,BURGLARY,F,Q,107,65+,F,WHITE,-73.816728,40.709713
238513947,01/01/2022,113,344,ASSAULT 3 & RELATED OFFENSES,M,Q,114,<18,M,ASIAN / PACIFIC ISLANDER,-73.92220377,40.76922293
238513948,01/01/2022,113,344,ASSAULT 3 & RELATED OFFENSES,M,Q,114,<18,M,ASIAN / PACIFIC ISLANDER,-73.92220377,40.76922293
238513949,01/01/2022,113,344,ASSAULT 3 & RELATED OFFENSES,M,Q,114,<18,M,ASIAN / PACIFIC ISLANDER,-73.92220377,40.76922293
238513950,01/01/2022,113,344,ASSAULT 3 & RELATED OFFENSES,M,Q,114,<18,M,ASIAN / PACIFIC ISLANDER,-73.92220377,40.76922293
238513951,01/01/2022,203,352,CRIMINAL TRESPASS,M,Q,101,18-24,F,BLACK,-73.771078,40.595956
238513952,01/01/2022,101,344,ASSAULT 3 & RELATED OFFENSES,M,Q,114,<18,M,ASIAN / PACIFIC ISLANDER,-73.92220377,40.76922293
238513953,01/01/2022,101,344,ASSAULT 3 & RELATED OFFENSES,M,Q,114,25-44,M,WHITE,-73.936288,40.755273
238513954,01/01/2022,922,348,VEHICLE AND TRAFFIC LAWS,M,Q,112,25-44,F,BLACK,-73.8515418216779,40.7226409964758
238513956,01/01/2022,782,236,DANGEROUS WEAPONS,M,S,120,25-44,M,WHITE HISPANIC,-74.075912,40.638142
238513957,01/01/2022,439,109,GRAND LARCENY,F,S,121,25-44,M,WHITE HISPANIC,-74.149217,40.623238
238513958,01/01/2022,339,341,PETIT LARCENY,M,S,120,25-44,F,BLACK,-74.077263,40.644996
238516825,01/01/2022,779,126,MISCELLANEOUS PENAL LAW,F,K,88,18-24,M,WHITE HISPANIC,-73.971366,40.693191
238516826,01/01/2022,115,355,OFFENSES AGAINST THE PERSON,M,K,84,25-44,F,BLACK HISPANIC,-73.99129741,40.70165657
238516827,01/01/2022,779,126,MISCELLANEOUS PENAL LAW,F,K,88,18-24,M,WHITE HISPANIC,-73.971366,40.693191
238516828,01/01/2022,105,106,FELONY ASSAULT,F,K,73,45-64,M,BLACK,-73.9135020552048,40.6711300016904
238516829,01/01/2022,109,106,FELONY ASSAULT,F,M,28,25-44,F,BLACK,-73.9524740603515,40.8084177460021
238516830,01/01/2022,109,106,FELONY ASSAULT,F,Q,114,25-44,M,BLACK,-73.9150241703895,40.7694951184418
238516831,01/01/2022,101,344,ASSAULT 3 & RELATED OFFENSES,M,Q,115,25-44,M,ASIAN / PACIFIC ISLANDER,-73.89074,40.748201
238516832,01/01/2022,101,344,ASSAULT 3 & RELATED OFFENSES,M,Q,103,45-64,F,BLACK,-73.792741,40.69697
238519077,01/01/2022,101,344,ASSAULT 3 & RELATED OFFENSES,M,B,44,25-44,F,BLACK,-73.928416,40.840548
238519078,01/01/2022,114,344,ASSAULT 3 & RELATED OFFENSES,M,B,47,25-44,M,WHITE,-73.871709,40.897801
238519079,01/01/2022,198,126,MISCELLANEOUS PENAL LAW,F,B,44,25-44,M,WHITE HISPANIC,-73.914497,40.830867
238519080,01/01/2022,101,344,ASSAULT 3 & RELATED OFFENSES,M,B,47,25-44,F,WHITE,-73.871709,40.897801
238519081,01/01/2022,101,344,ASSAULT 3 & RELATED OFFENSES,M,B,43,25-44,M,WHITE HISPANIC,-73.882666,40.829142
238519082,01/01/2022,109,106,FELONY ASSAULT,F,K,73,18-24,F,BLACK,-73.9135020552048,40.6711300016904
238519083,01/01/2022,109,106,FELONY ASSAULT,F,K,66,25-44,M,WHITE HISPANIC,-73.9909448942322,40.6258375452829
238519084,01/01/2022,478,343,OTHER OFFENSES RELATED TO THEF,M,K,71,25-44,M,BLACK,-73.95024855,40.65709573
238519085,01/01/2022,440,109,GRAND LARCENY,F,K,63,18-24,M,WHITE HISPANIC,-73.9413587834752,40.6281697437036
238519086,01/01/2022,101,344,ASSAULT 3 & RELATED OFFENSES,M,K,66,25-44,M,WHITE HISPANIC,-73.977391,40.63195
238519087,01/01/2022,101,344,ASSAULT 3 & RELATED OFFENSES,M,K,73,25-44,F,WHITE HISPANIC,-73.90652,40.677285
238519088,01/01/2022,109,106,FELONY ASSAULT,F,K,67,25-44,M,BLACK,-73.951016510623,40.6488507469884
238519089,01/01/2022,759,359,OFFENSES AGAINST PUBLIC ADMINI,M,K,60,25-44,M,BLACK,-73.990926,40.574818
238519090,01/01/2022,782,236,DANGEROUS WEAPONS,M,K,69,25-44,M,BLACK,-73.887693,40.641257
238519091,01/01/2022,916,348,VEHICLE AND TRAFFIC LAWS,M,K,81,25-44,M,WHITE HISPANIC,-73.9255615,40.69149091
238519092,01/01/2022,339,341,PETIT LARCENY,M,M,24,25-44,M,WHITE,-73.968443,40.794146
238519093,01/01/2022,462,353,UNAUTHORIZED USE OF A VEHICLE,M,M,25,<18,M,BLACK,-73.9410982410066,40.8009303727402
238519094,01/01/2022,665,126,MISCELLANEOUS PENAL LAW,F,M,26,25-44,M,BLACK,-73.955455,40.813849
238519095,01/01/2022,779,126,MISCELLANEOUS PENAL LAW,F,M,23,25-44,M,BLACK,-73.947351,40.789341
238519096,01/01/2022,114,344,ASSAULT 3 & RELATED OFFENSES,M,Q,110,25-44,M,WHITE HISPANIC,-73.864766,40.749433
238519097,01/01/2022,779,126,MISCELLANEOUS PENAL LAW,F,Q,114,45-64,F,WHITE,-73.921239,40.761649
238519098,01/01/2022,779,126,MISCELLANEOUS PENAL LAW,F,S,122,45-64,M,WHITE,-74.160193,40.553363
238519099,01/01/2022,101,344,ASSAULT 3 & RELATED OFFENSES,M,S,122,45-64,M,ASIAN / PACIFIC ISLANDER,-74.086615,40.581827
238520941,01/01/2022,259,351,CRIMINAL MISCHIEF & RELATED OF,M,B,50,25-44,M,WHITE HISPANIC,-73.898335,40.879269
238520942,01/01/2022,397,105,ROBBERY,F,B,44,18-24,M,BLACK,-73.90865,40.837057
238520943,01/01/2022,792,118,DANGEROUS WEAPONS,F,B,42,18-24,M,BLACK,-73.906205,40.830256
238520944,01/01/2022,397,105,ROBBERY,F,K,68,45-64,M,ASIAN / PACIFIC ISLANDER,-74.02750726,40.63215585
238520945,01/01/2022,905,347,INTOXICATED & IMPAIRED DRIVING,M,K,83,45-64,M,WHITE,-73.91851195,40.69430502
238520946,01/01/2022,101,344,ASSAULT 3 & RELATED OFFENSES,M,K,79,25-44,M,BLACK,-73.945859,40.693131
238520947,01/01/2022,101,344,ASSAULT 3 & RELATED OFFENSES,M,K,67,25-44,M,BLACK,-73.919414,40.645835
238520948,01/01/2022,397,105,ROBBERY,F,K,81,45-64,M,BLACK,-73.937342,40.686992
238520949,01/01/2022,258,351,CRIMINAL MISCHIEF & RELATED OF,M,K,72,18-24,M,WHITE HISPANIC,-74.0004411548878,40.6581577535544
238520950,01/01/2022,847,125,NYS LAWS-UNCLASSIFIED FELONY,F,M,23,25-44,M,BLACK,-73.947351,40.789341
238520951,01/01/2022,101,344,ASSAULT 3 & RELATED OFFENSES,M,M,25,25-44,M,BLACK HISPANIC,-73.92991,40.798939
238520952,01/01/2022,101,344,ASSAULT 3 & RELATED OFFENSES,M,M,32,45-64,M,BLACK,-73.946995,40.813343
238520953,01/01/2022,203,352,CRIMINAL TRESPASS,M,Q,106,25-44,M,ASIAN / PACIFIC ISLANDER,-73.828216,40.677597
238520954,01/01/2022,969,881,OTHER TRAFFIC INFRACTION,M,Q,109,45-64,M,ASIAN / PACIFIC ISLANDER,-73.83074261,40.76079457
238520955,01/01/2022,439,109,GRAND LARCENY,F,Q,109,45-64,M,BLACK,-73.828967,40.759861
238522765,01/01/2022,109,106,FELONY ASSAULT,F,B,41,25-44,F,WHITE HISPANIC,-73.8960011932583,40.8162058439227
238522766,01/01/2022,705,358,OFFENSES INVOLVING FRAUD,M,B,44,18-24,M,WHITE HISPANIC,-73.92642398,40.83142123
238522767,01/01/2022,114,344,ASSAULT 3 & RELATED OFFENSES,M,B,43,18-24,M,BLACK,-73.877945,40.827406
238522769,01/01/2022,259,351,CRIMINAL MISCHIEF & RELATED OF,M,B,41,18-24,M,WHITE HISPANIC,-73.895748,40.816034
238522770,01/01/2022,922,348,VEHICLE AND TRAFFIC LAWS,M,B,44,25-44,M,BLACK HISPANIC,-73.91678321,40.83988211
238522771,01/01/2022,258,351,CRIMINAL MISCHIEF & RELATED OF,M,K,71,18-24,M,WHITE HISPANIC,-73.959374,40.668112
238522772,01/01/2022,244,107,BURGLARY,F,M,23,25-44,M,BLACK,-73.947351,40.789341
238522773,01/01/2022,269,121,CRIMINAL MISCHIEF & RELATED OF,F,M,30,18-24,F,BLACK,-73.943126,40.826268
238522774,01/01/2022,101,344,ASSAULT 3 & RELATED OFFENSES,M,M,28,25-44,F,WHITE HISPANIC,-73.952355,40.80855
238522775,01/01/2022,113,344,ASSAULT 3 & RELATED OFFENSES,M,M,28,25-44,F,WHITE HISPANIC,-73.952355,40.80855
238522776,01/01/2022,922,348,VEHICLE AND TRAFFIC LAWS,M,M,26,25-44,M,BLACK,-73.956684,40.81386
238522777,01/01/2022,339,341,PETIT LARCENY,M,M,14,45-64,M,BLACK,-73.991784,40.749404
238522778,01/01/2022,922,348,VEHICLE AND TRAFFIC LAWS,M,M,24,25-44,F,BLACK HISPANIC,-73.96190097,40.79547981
238522779,01/01/2022,922,348,VEHICLE AND TRAFFIC LAWS,M,Q,105,18-24,M,WHITE HISPANIC,-73.77095744,40.66119874
238522780,01/01/2022,101,344,ASSAULT 3 & RELATED OFFENSES,M,Q,105,25-44,M,BLACK,-73.736981,40.711093
238522781,01/01/2022,339,341,PETIT LARCENY,M,S,120,25-44,M,BLACK,-74.077263,40.644996
238524924,01/01/2022,114,344,ASSAULT 3 & RELATED OFFENSES,M,B,47,45-64,M,BLACK,-73.866697,40.873212
238524925,01/01/2022,779,126,MISCELLANEOUS PENAL LAW,F,B,41,18-24,M,BLACK HISPANIC,-73.88865605,40.81775519
238524926,01/01/2022,101,344,ASSAULT 3 & RELATED OFFENSES,M,B,40,25-44,M,BLACK HISPANIC,-73.92731612,40.81856005
238524927,01/01/2022,101,344,ASSAULT 3 & RELATED OFFENSES,M,B,44,25-44,M,BLACK HISPANIC,-73.911537,40.84435
238524928,01/01/2022,101,344,ASSAULT 3 & RELATED OFFENSES,M,K,88,45-64,M,BLACK,-73.980119,40.693768
238524929,01/01/2022,101,344,ASSAULT 3 & RELATED OFFENSES,M,K,83,25-44,M,WHITE HISPANIC,-73.923858,40.700792
238524930,01/01/2022,969,881,OTHER TRAFFIC INFRACTION,M,K,94,25-44,M,BLACK HISPANIC,-73.951305,40.725578
238524933,01/01/2022,705,358,OFFENSES INVOLVING FRAUD,M,M,32,18-24,M,WHITE HISPANIC,-73.943226,40.813412
238524934,01/01/2022,969,881,OTHER TRAFFIC INFRACTION,M,M,19,25-44,M,BLACK,-73.953738,40.779159
238524935,01/01/2022,113,344,ASSAULT 3 & RELATED OFFENSES,M,M,32,18-24,F,BLACK,-73.942983,40.816288
238524936,01/01/2022,439,109,GRAND LARCENY,F,M,30,25-44,M,BLACK HISPANIC,-73.950695,40.826093
238524937,01/01/2022,101,344,ASSAULT 3 & RELATED OFFENSES,M,M,19,45-64,F,WHITE,-73.96373,40.766896
238524938,01/01/2022,905,347,INTOXICATED & IMPAIRED DRIVING,M,Q,110,25-44,M,WHITE HISPANIC,-73.87831914,40.74496529
238524939,01/01/2022,705,358,OFFENSES INVOLVING FRAUD,M,S,121,25-44,M,WHITE HISPANIC,-74.13350175,40.63779904
238526473,01/01/2022,114,344,ASSAULT 3 & RELATED OFFENSES,M,B,52,25-44,M,BLACK,-73.891213,40.862413
238526474,01/01/2022,109,106,FELONY ASSAULT,F,B,52,25-44,F,BLACK,-73.8798608037303,40.8694704770483
238526475,01/01/2022,507,117,DANGEROUS DRUGS,F,B,41,18-24,M,BLACK HISPANIC,-73.8960011932583,40.8162058439227
